Date,Open,High,Low,Close,Adj Close,Volume
04-12-2015,481.585052,483.516754,476.186218,478.19223,459.776672,6204259
07-12-2015,478.19223,481.931763,470.415924,471.555115,453.395172,6684321
08-12-2015,469.994904,472.322845,463.654999,466.032471,448.085205,3476092
09-12-2015,463.704529,467.295502,452.13916,453.649841,436.179443,4233993
10-12-2015,456.918854,472.421906,455.680603,470.713104,452.585541,8580298
11-12-2015,471.406525,474.997498,467.023102,472.000916,453.823761,8378766
14-12-2015,469.351013,477.226379,468.558533,473.065796,454.847656,4875238
15-12-2015,474.006897,484.383514,472.347626,483.368164,464.753296,7254239
16-12-2015,483.368164,489.138458,482.179413,484.730255,466.062897,5582919
17-12-2015,485.423676,502.734589,484.408295,500.109467,480.849884,8938805
18-12-2015,497.187164,499.762756,490.351959,491.29303,472.372955,7391445
21-12-2015,489.311798,494.809692,487.553467,491.39209,472.46817,5691109
22-12-2015,491.7388,496.592804,487.380127,489.014618,470.182281,5343834
23-12-2015,491.2435,498.722595,490.351959,497.187164,478.0401,5962332
24-12-2015,497.236694,498.871185,493.472382,495.577423,476.492371,5492714
28-12-2015,495.602173,502.115448,495.304993,500.456177,481.183258,5946856
29-12-2015,500.456177,504.5672,498.846436,502.932709,483.564392,6882748
30-12-2015,502.734589,503.229889,496.295624,497.533875,478.373505,3761966
31-12-2015,496.989044,505.0625,494.859222,502.536469,483.183411,8530230
01-01-2016,500.158997,504.66626,499.366516,502.907928,483.540558,2499742
04-01-2016,497.781525,502.140198,488.717438,492.977081,473.992157,13923887
05-01-2016,495.453583,500.258057,493.819092,497.855835,478.683044,6897687
06-01-2016,499.069336,514.324707,495.503113,511.253815,491.565002,12349673
07-01-2016,505.731171,509.173553,499.292206,501.867798,482.540497,9109980
08-01-2016,505.21109,511.600525,503.576599,508.059113,488.493347,9836038
11-01-2016,503.205109,525.419556,500.753357,520.862732,500.803894,13391084
12-01-2016,522.546753,527.697937,515.662048,517.816589,497.875092,10786810
13-01-2016,521.605713,539.758606,518.683411,533.369202,512.828674,33136776
14-01-2016,526.930237,535.424683,521.580933,525.840576,505.590027,12840397
15-01-2016,529.852539,539.634827,527.796997,531.61084,511.138153,13276112
18-01-2016,532.452881,536.885864,499.316986,503.650879,484.254913,12578025
19-01-2016,509.668854,519.971191,502.288818,516.90033,496.99411,9917315
20-01-2016,512.591125,512.591125,490.351959,497.558655,478.397247,20820207
21-01-2016,503.99762,508.059113,483.764404,487.479187,468.705994,14661212
22-01-2016,492.357941,500.753357,492.357941,497.360504,478.206726,10929538
25-01-2016,500.258057,504.59198,495.304993,497.261444,478.111511,6045446
27-01-2016,499.316986,500.258057,493.794312,494.983063,475.920868,7961346
28-01-2016,495.800293,506.102661,493.868622,503.675659,484.278717,10648939
29-01-2016,504.69104,515.117188,504.22049,512.838806,493.08902,8850257
01-02-2016,515.092468,516.008728,507.960052,510.312744,490.660248,4577528
02-02-2016,510.312744,511.550995,490.599609,495.874603,476.778107,6816943
03-02-2016,489.361328,492.33316,482.922363,486.092316,467.372528,7241614
04-02-2016,489.361328,495.800293,478.31604,481.956543,463.395996,8401043
05-02-2016,484.953125,486.389526,476.186218,480.891632,462.372131,9690760
08-02-2016,480.990692,487.776367,474.477417,476.012878,457.681305,5574046
09-02-2016,471.976135,479.851501,470.539764,474.254547,455.990662,9047009
10-02-2016,471.381775,481.931763,469.871094,476.805359,458.443237,7791663
11-02-2016,476.904419,478.43988,453.451721,457.934235,440.298798,7898492
12-02-2016,462.565338,462.565338,439.880371,449.018738,431.726715,13530925
15-02-2016,454.690002,471.208405,454.690002,468.930023,450.871155,8899342
16-02-2016,471.084595,474.502197,459.147736,460.906067,443.156189,6010968
17-02-2016,463.159698,474.229767,453.897491,471.827545,453.657074,7126582
18-02-2016,476.953949,479.801971,463.605469,465.63623,447.704224,6660867
19-02-2016,465.5867,471.901855,464.274139,467.741272,449.72821,4723683
22-02-2016,467.617462,479.603821,467.617462,476.632019,458.276581,5893738
23-02-2016,477.028259,479.05899,466.948792,470.366394,452.252258,8763783
24-02-2016,468.013702,474.774597,466.577301,471.852325,453.680908,7008431
25-02-2016,472.620026,473.783997,466.007721,467.617462,449.609192,11457637
26-02-2016,472.025665,474.873657,467.716522,470.713104,452.585541,3853247
29-02-2016,471.183655,492.630371,463.110168,478.786591,460.348145,14321426
01-03-2016,477.82074,487.900208,477.795959,486.042786,467.324921,7593145
02-03-2016,491.78833,498.153015,488.989868,496.047974,476.944794,9278900
03-03-2016,500.258057,504.22049,494.066742,501.669678,482.350006,7328829
04-03-2016,502.239258,502.734589,497.038574,498.474945,479.27829,4147803
08-03-2016,499.019806,510.609924,499.019806,508.678253,489.088654,6102409
09-03-2016,505.21109,517.048889,504.51767,515.959229,496.089233,5471034
10-03-2016,516.132568,518.03949,499.762756,501.124847,481.826172,9555978
11-03-2016,502.685059,509.941254,500.555237,502.486938,483.135803,7069736
14-03-2016,504.76532,508.381042,501.719208,505.08728,485.635956,5482662
15-03-2016,507.192322,509.099243,502.784119,505.458771,485.993164,4840112
16-03-2016,505.706421,508.083862,498.004425,506.077881,486.588379,5106094
17-03-2016,508.678253,513.581787,501.248657,503.229889,488.874054,7768425
18-03-2016,504.34433,510.238434,503.081299,508.777313,494.263184,6475294
21-03-2016,509.148773,515.860168,506.573181,513.779907,499.123108,5864774
22-03-2016,513.631287,521.184692,512.962646,519.005371,504.199463,7076381
23-03-2016,518.53479,518.53479,506.399841,509.767914,495.225525,7756138
28-03-2016,510.164154,511.006165,503.056519,505.40921,490.99118,8339413
29-03-2016,507.093262,516.107788,505.31015,513.259827,498.617828,7324579
30-03-2016,516.454529,520.937012,516.454529,518.609131,503.814545,6670193
31-03-2016,515.612488,523.042114,511.501465,517.69281,502.924347,14229585
01-04-2016,514.671448,518.23761,507.687622,512.368286,497.751709,5713883
04-04-2016,515.117188,516.206848,507.836212,512.665466,498.040436,3983929
05-04-2016,510.832825,516.305908,506.300781,508.653473,494.142883,4734755
06-04-2016,511.204285,513.482727,506.498901,512.021545,497.414886,3226244
07-04-2016,512.591125,519.079651,506.251251,513.755127,499.09903,4056197
08-04-2016,513.086426,522.274353,510.758514,513.309326,498.665894,6189521
11-04-2016,513.631287,517.84137,511.650055,515.265808,500.566589,4757307
12-04-2016,515.265808,523.760254,514.151367,518.782471,503.98291,5152580
13-04-2016,521.333252,529.926819,521.333252,528.019897,512.956848,7401784
18-04-2016,527.896057,528.391357,522.744873,527.375977,512.331299,8798824
20-04-2016,529.580139,529.580139,513.036926,513.779907,499.123108,10008978
21-04-2016,515.810608,521.060852,512.640686,515.686829,500.975616,5252190
22-04-2016,514.621887,518.83197,509.817444,514.597107,499.916931,5401895
25-04-2016,517.321289,517.321289,501.397247,503.675659,489.307098,28224196
26-04-2016,502.932709,507.142792,499.019806,503.700409,489.331146,12197088
27-04-2016,504.170959,508.158173,503.229889,504.91391,490.51001,6692966
28-04-2016,502.239258,504.81485,490.822479,493.670502,479.587311,28589468
29-04-2016,492.06076,494.586823,484.829315,486.736237,472.850922,10835868
02-05-2016,484.903595,491.54068,484.408295,488.841278,474.895874,4901531
03-05-2016,489.361328,492.803711,481.807953,483.318634,469.530792,8109395
04-05-2016,482.451843,487.231537,481.931763,484.457825,470.637482,6251608
05-05-2016,485.398895,487.107697,480.891632,483.046204,469.266113,9998709
06-05-2016,481.931763,483.813934,478.95993,479.925781,466.234711,6806351
09-05-2016,482.922363,488.370728,481.832703,486.934357,473.043365,7082682
10-05-2016,486.934357,487.726837,484.408295,486.661926,472.778717,3345090
11-05-2016,481.337402,485.770386,480.445862,483.120514,469.338318,5694872
12-05-2016,483.417694,492.43222,482.947144,491.7388,477.710754,5900836
13-05-2016,489.831879,490.624359,482.922363,484.482574,470.66153,6760184
16-05-2016,483.912994,486.637177,480.990692,483.392914,469.602936,4304563
17-05-2016,485.522736,486.934357,478.638,480.024841,466.330994,5610730
18-05-2016,478.4151,481.684113,477.52356,480.718262,467.004578,3797607
19-05-2016,481.287872,481.386932,468.360413,471.134125,457.693878,4215701
20-05-2016,471.530365,472.768616,461.302307,462.713928,449.513885,8558338
23-05-2016,464.274139,465.933411,458.479065,460.633667,447.49295,8475783
24-05-2016,459.667816,467.567932,459.667816,465.809601,452.52124,5668703
25-05-2016,470.465454,471.926605,466.156311,471.134125,457.693878,4264311
26-05-2016,470.539764,471.728485,467.617462,468.979553,455.600769,6548694
27-05-2016,470.069214,483.863464,469.920624,482.773773,469.001495,6184833
30-05-2016,483.615814,486.141876,477.96933,479.801971,466.114441,4445929
31-05-2016,479.950562,481.931763,473.759247,474.427887,460.893677,10768049
01-06-2016,474.477417,478.51416,471.431305,472.322845,458.848724,4173254
02-06-2016,472.768616,474.081177,468.112762,473.635406,460.123779,4732138
03-06-2016,475.492798,476.929199,473.437286,475.319458,461.759796,3988879
06-06-2016,475.988098,476.978729,471.802795,472.917206,459.426056,4002515
07-06-2016,474.130707,475.963348,471.332245,473.041046,459.546356,8747391
08-06-2016,474.502197,474.502197,470.118744,472.570496,459.089264,5600539
09-06-2016,475.492798,483.640564,473.610657,481.015442,467.293304,7219470
10-06-2016,482.427063,487.578247,479.603821,483.764404,469.963867,7530182
13-06-2016,480.396332,487.107697,477.003479,485.943726,472.081024,4713976
14-06-2016,485.869446,488.073547,480.099152,483.541504,469.747345,5041354
15-06-2016,485.398895,488.618378,482.303253,487.677307,473.765106,5136069
16-06-2016,485.894196,487.206757,478.984711,483.566284,469.771393,4325272
17-06-2016,483.912994,484.730255,480.495392,482.872833,469.097687,4861844
20-06-2016,481.510773,491.63974,479.455231,490.451019,476.459747,4965096
21-06-2016,492.38269,492.407471,485.250305,488.915558,474.968079,6430108
22-06-2016,487.875427,488.321198,483.962524,485.646545,471.792297,5901987
23-06-2016,485.374146,486.389526,480.445862,485.621796,471.768219,4540016
24-06-2016,477.9198,477.9198,462.317688,471.257935,457.814148,11530618
27-06-2016,465.834351,474.700317,465.834351,473.338226,459.835144,4228907
28-06-2016,473.709717,476.260529,473.016266,474.403137,460.869659,3509696
29-06-2016,476.483398,479.925781,475.492798,478.9104,465.248322,3472319
30-06-2016,481.436462,484.160645,478.984711,480.024841,466.330994,5887945
01-07-2016,481.807953,483.813934,480.445862,482.154663,468.400024,3050603
04-07-2016,483.170044,492.13504,483.170044,488.717438,474.775574,3601316
05-07-2016,488.420258,496.741394,485.547485,491.88739,477.855133,5242583
07-07-2016,491.59021,495.552643,488.445038,489.311798,475.353027,5551423
08-07-2016,488.866028,489.856659,483.591034,484.606415,470.78183,3295393
11-07-2016,490.84726,492.803711,488.123077,491.59021,477.566406,3815035
12-07-2016,492.952301,497.781525,490.84726,496.989044,482.811249,4507697
13-07-2016,497.880585,503.576599,497.360504,499.638916,485.385468,6883407
14-07-2016,499.316986,502.288818,494.438232,497.731995,483.53299,4964987
15-07-2016,499.762756,505.706421,497.038574,501.347717,487.045532,6457762
18-07-2016,509.173553,514.498047,496.171783,498.400665,484.182556,14817306
19-07-2016,498.276825,506.672241,492.977081,504.121429,489.740112,7683649
20-07-2016,505.18634,509.322144,503.502289,506.697021,492.242249,5660441
21-07-2016,507.192322,507.687622,497.781525,498.450195,484.230682,3097170
22-07-2016,498.276825,504.121429,497.831055,502.660278,488.320648,3184126
25-07-2016,502.239258,507.068512,498.945496,506.573181,492.121918,3803482
26-07-2016,506.697021,512.541626,502.833649,507.217102,492.747528,4853316
27-07-2016,506.721771,508.182922,499.737976,501.793488,487.478607,5090697
